,species,no rank,genus,subfamily,family,order,superkingdom,class,phylum
Mycobacterium phage Kimberlium,Mycobacteriophage Kimberlium,all,Che8likevirus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage MOOREtheMARYer,Mycobacteriophage MOOREtheMARYer,all,Halolikevirus,,Siphoviridae,Caudovirales,Vira,,
Bacillus phage VMY22,Bacillus cereus phage VMY22,all,Phi29-like viruses,Nanovirinae,Podoviridae,Caudovirales,Vira,,
Paenibacillus phage Diva,Paenibacillus virus Diva,all,Sitaravirus,,Siphoviridae,Caudovirales,Vira,,
Acidianus bottle-shaped virus 3,Acidianus bottle-shaped virus 3,all,Ampullavirus,,Ampullaviridae,,Vira,,
Klebsiella phage 1513,Klebsiella virus 1513,all,Kp36virus,Tunavirinae,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage NelitzaMV,Mycobacteriophage NelitzaMV,all,Cjw1-like phages,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Tasp14,Mycobacteriophage Tasp14,all,L5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Bacillus phage Pavlov,Bacillus phage Pavlov,all,Pagevirus,,Podoviridae,Caudovirales,Vira,,
Mycobacterium phage Carcharodon,Mycobacteriophage Carcharodon,all,Charlielikevirus,Nclasvirinae,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Snenia,Mycobacteriophage Snenia,all,Bronlikevirus,,Siphoviridae,Caudovirales,Vira,,
Staphylococcus phage 23MRA,Staphylococcus phage 23MRA,all,77likevirus,,Siphoviridae,Caudovirales,Vira,,
Klebsiella phage Sushi,Klebsiella virus Sushi,all,Kp36virus,Tunavirinae,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage PaMx11,Pseudomonas virus PaMx11,all,Ab18virus,,Siphoviridae,Caudovirales,Vira,,
Achromobacter phage JWX,Achromobacter virus JWX,all,Jwxvirus,,Siphoviridae,Caudovirales,Vira,,
Mannheimia phage vB_MhM_3927AP2,Mannheimia haemolytica bacteriophage vB_MhM_3927AP2,all,,,Myoviridae,Caudovirales,Vira,,
Staphylococcus phage phiIPLA-RODI,Staphylococcus virus Rodi,all,Kayvirus,Twortvirinae,Herelleviridae,Caudovirales,Vira,,
Polaribacter phage P12002S,Polaribacter virus P12002S,all,Incheonvrus,,Siphoviridae,Caudovirales,Vira,,
Proteus phage vB_PmiM_Pm5461,Proteus phage vB_PmiM_Pm5461,all,,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Klebsiella phage KLPN1,Klebsiella virus KLPN1,all,Kp36virus,Tunavirinae,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Mufasa,Mycobacteriophage Mufasa,all,Timquatrovirus,,Siphoviridae,Caudovirales,Vira,,
Paenibacillus phage HB10c2,Paenibacillus virus Hb10c2,all,Sitaravirus,,Siphoviridae,Caudovirales,Vira,,
Salmonella phage Shivani,Salmonella virus Shivani,all,T5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Brevibacillus phage Sundance,Brevibacillus phage Sundance,all,,,Siphoviridae,Caudovirales,Vira,,
Cellulophaga phage phi14:2,Cellulophaga phage phi14:2,all,,,Podoviridae,Caudovirales,Vira,,
Cellulophaga phage phi12a:1,Cellulophaga phage phi12a:1,all,,,Microviridae,,Vira,,
Cellulophaga phage phi39:1,Cellulophaga phage phi39:1,all,,,Siphoviridae,Caudovirales,Vira,,
Cellulophaga phage phi13:2,Cellulophaga phage phi13:2,all,,,Podoviridae,Caudovirales,Vira,,
Cellulophaga phage phi10:1,Cellulophaga phage phi10:1,all,,,Siphoviridae,Caudovirales,Vira,,
Cellulophaga phage phi46:1,Cellulophaga phage phi46:1,all,,,Siphoviridae,Caudovirales,Vira,,
Cellulophaga phage phi19:1,Cellulophaga phage phi19:1,all,,,Siphoviridae,Caudovirales,Vira,,
Cellulophaga phage phi17:2,Cellulophaga virus Cba172,all,Cba41virus,,Podoviridae,Caudovirales,Vira,,
Cellulophaga phage phi12:2,Cellulophaga phage phi12:2,all,,,Microviridae,,Vira,,
Cellulophaga phage phi38:1,Cellulophaga phage phi38:1,all,,,Podoviridae,Caudovirales,Vira,,
Cellulophaga phage phi17:1,Cellulophaga virus Cba171,all,Cba181virus,,Siphoviridae,Caudovirales,Vira,,
Cellulophaga phage phi18:3,Cellulophaga phage phi18:3,all,,,Podoviridae,Caudovirales,Vira,,
Cellulophaga phage phi48:2,Cellulophaga phage phi48:2,all,,,,,Vira,,
Cellulophaga phage phi46:3,Cellulophaga phage phi46:3,all,,,Podoviridae,Caudovirales,Vira,,
Cellulophaga phage phi12:1,Cellulophaga virus Cba121,all,Cba181virus,,Siphoviridae,Caudovirales,Vira,,
Cellulophaga phage phi18:1,Cellulophaga virus Cba181,all,Cba181virus,,Siphoviridae,Caudovirales,Vira,,
Cellulophaga phage phi19:3,Cellulophaga phage phi19:3,all,,,Podoviridae,Caudovirales,Vira,,
Cellulophaga phage phi4:1,Cellulophaga virus Cba41,all,Cba41virus,,Podoviridae,Caudovirales,Vira,,
Acinetobacter phage AB3,Acinetobacter virus AB3,all,Fri1virus,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Lactococcus virus ASCC191,Lactococcus phage ASCC191,all,Sk1virus,,Siphoviridae,Caudovirales,Vira,,
Enterobacteria phage WPhi,Bacteriophage WPhi,all,P2-like viruses,Peduovirinae,Myoviridae,Caudovirales,Vira,,
Enterobacteria phage phiK,Bacteriophage phi-K,all,Alpha3microvirus,Bullavirinae,Microviridae,,Vira,,
Klebsiella phage vB_KpnM_KB57,Bacteriophage vB_KpnM_KB57,all,,Vequintavirinae,Myoviridae,Caudovirales,Vira,,
Edwardsiella phage PEi20,Edwardsiella phage PEi20,all,,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Mannheimia phage vB_MhS_587AP2,Mannheimia haemolytica bacteriophage vB_MhS_587AP2,all,,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Baee,Mycobacterium virus Baee,all,Acadianvirus,Bclasvirinae,Siphoviridae,Caudovirales,Vira,,
Salmonella phage f18SE,Salmonella virus f18SE,all,Jerseylikevirus,Guernseyvirinae,Siphoviridae,Caudovirales,Vira,,
Cronobacter phage PBES 02,Cronobacter virus PBES02,all,Certrevirus,Vequintavirinae,Myoviridae,Caudovirales,Vira,,
Delftia phage IME-DE1,Delftia phage IME-DE1,all,,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Streptococcus phage T12,Bacteriophage t12,all,,,Siphoviridae,Caudovirales,Vira,,
Streptococcus phage A25,Streptococcus phage A25,all,,,Siphoviridae,Caudovirales,Vira,,
Propionibacterium phage PA1-14,Propionibacterium phage PA1-14,all,Pa6virus,,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Apizium,Mycobacterium virus Apizium,all,Pegunavirus,Bclasvirinae,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Eremos,Mycobacterium virus Suffolk,all,Pegunavirus,Bclasvirinae,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Colbert,Mycobacterium virus Suffolk,all,Pegunavirus,Bclasvirinae,Siphoviridae,Caudovirales,Vira,,
Klebsiella phage vB_Kp1,Klebsiella virus Kp1,all,Kp32virus,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Klebsiella phage JD18,Klebsiella virus JD18,all,Jd18virus,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Shigella phage Ss-VASD,Shigella virus VASD,all,Oslovirus,Sepvirinae,Podoviridae,Caudovirales,Vira,,
Acinetobacter phage vB_AbaP_PD-6A3,Acinetobacter virus PD6A3,all,Fri1virus,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Mycobacterium phage Badfish,Mycobacterium virus Pg1,all,Pegunavirus,Bclasvirinae,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Pepe,Mycobacteriophage Pepe,all,L5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Acinetobacter phage vB_AbaP_PD-AB9,Acinetobacter virus PDAB9,all,Fri1virus,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Rhodococcus phage CosmicSans,Rhodococcus phage CosmicSans,all,Rer2virus,,Siphoviridae,Caudovirales,Vira,,
Sinorhizobium phage phiM9,Sinorhizobium meliloti phage phiM9,all,,,Myoviridae,Caudovirales,Vira,,
Acinetobacter phage phiAB1,Acinetobacter virus phiAB1,all,Fri1virus,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Mycobacterium phage ShiVal,Mycobacterium virus Suffolk,all,Pegunavirus,Bclasvirinae,Siphoviridae,Caudovirales,Vira,,
Gordonia phage GMA7,Gordonia virus GMA7,all,Getseptimavirus,,Siphoviridae,Caudovirales,Vira,,
Klebsiella phage KpV41,Klebsiella virus KpV41,all,Drulisvirus,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Gordonia phage GMA3,Gordonia virus GMA3,all,Gamtrevirus,,Siphoviridae,Caudovirales,Vira,,
Streptococcus phage Str-PAP-1,Streptococcus phage Str-PAP-1,all,,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage GTE6,Gordonia phage GTE6,all,,,Siphoviridae,Caudovirales,Vira,,
Klebsiella phage Kp2,Klebsiella virus Kp2,all,Drulisvirus,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Cyanophage P-TIM40,Cyanophage P-TIM40,all,,,Myoviridae,Caudovirales,Vira,,
Pseudomonas phage PPPL-1,Pseudomonas phage PPPL-1,all,T7-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Escherichia phage phi191,Escherichia virus 191,all,Oslovirus,Sepvirinae,Podoviridae,Caudovirales,Vira,,
Pseudomonas phage YMC11/02/R656,Pseudomonas phage YMC11/02/R656,all,,,Siphoviridae,Caudovirales,Vira,,
Enterobacteria phage VT2phi_272,Enterobacteria phage VT2phi_272,all,Oslovirus,Sepvirinae,Podoviridae,Caudovirales,Vira,,
Yersinia phage vB_YenP_AP10,Yersinia phage vB_YenP_AP10,all,T7-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Mycobacterium phage Sparkdehlily,Mycobacteriophage Sparkdehlily,all,Che8likevirus,,Siphoviridae,Caudovirales,Vira,,
Gordonia phage GTE8,Gordonia phage GTE8,all,,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage C11,Pseudomonas aeruginosa phage C11,all,Pakpunavirus,,Myoviridae,Caudovirales,Vira,,
Hydrogenobaculum phage 1,Hydrogenobaculum phage 1,all,,,,,Vira,,
Lactobacillus phage phiLdb,Lactobacillus virus phiLdb,all,C5likevirus,,Siphoviridae,Caudovirales,Vira,,
Escherichia virus DT57C,Enterobacteria bacteriophage DT57C,all,T5-like viruses,,Siphoviridae,Caudovirales,Vira,,
Escherichia phage YD-2008.s,Escherichia virus YD2008s,all,Dhillonvirus,,Siphoviridae,Caudovirales,Vira,,
Proteus phage PM 85,Proteus mirabilis phage PM 85,all,SP6-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Synechococcus phage S-CBP4,Cyanophage S-CBP4,all,,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Synechococcus phage S-CBP3,Synechococcus phage S-CBP3,all,,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Synechococcus phage S-CBP1,Synechococcus phage S-CBP1,all,,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Synechococcus phage S-CBP2,Synechococcus phage S-CBP2,all,,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Escherichia phage PA2,Escherichia virus PA2,all,Oslovirus,Sepvirinae,Podoviridae,Caudovirales,Vira,,
Escherichia phage ECBP5,Escherichia coli phage ECBP5,all,SP6-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Pseudomonas phage PaP1,Pseudomonas virus PaP1,all,Pakpunavirus,,Myoviridae,Caudovirales,Vira,,
Aeropyrum pernix spindle-shaped virus 1,Aeropyrum pernix spindle-shaped virus 1,all,,,,,Vira,,
Aeropyrum pernix ovoid virus 1,Aeropyrum pernix ovoid virus 1,all,Betaguttavirus,,Guttaviridae,,Vira,,
Bacillus phage JBP901,Bacillus virus JBP901,all,Bc431virus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Bacillus phage BCP8-2,Bacillus virus BCP82,all,Bc431virus,Bastillevirinae,Herelleviridae,Caudovirales,Vira,,
Staphylococcus virus SA11,Staphylococcus phage SA11,all,Silviavirus,Twortvirinae,Herelleviridae,Caudovirales,Vira,,
Streptomyces virus phiC31,Actinophage phiC31,all,PhiC31-like viruses,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage phi2954,Pseudomonas virus phi2954,all,Cystovirus,,Cystoviridae,,Vira,,
Mycobacterium phage Wildcat,Mycobacterium virus Wildcat,all,Wildcatvirus,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage phi6,Phage Phi6,all,Cystovirus,,Cystoviridae,,Vira,,
Escherichia phage vB_EcoM_ECO1230-10,Escherichia virus CVM10,all,Cvm10virus,,Myoviridae,Caudovirales,Vira,,
Leuconostoc phage 1-A4,Leuconostoc virus 1A4,all,Una4virus,Mccleskeyvirinae,Siphoviridae,Caudovirales,Vira,,
Escherichia phage AR1,Escherichia virus AR1,all,T4-like viruses,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Campylobacter virus CP220,Campylobacter phage CP220,all,Cp220likevirus,Eucampyvirinae,Myoviridae,Caudovirales,Vira,,
Campylobacter virus CPt10,Campylobacter phage CPt10,all,Cp220likevirus,Eucampyvirinae,Myoviridae,Caudovirales,Vira,,
Escherichia phage K1-dep(1),Escherichia virus K1H,all,K1gvirus,Guernseyvirinae,Siphoviridae,Caudovirales,Vira,,
Escherichia phage K1-dep(4),Escherichia virus K1G,all,K1gvirus,Guernseyvirinae,Siphoviridae,Caudovirales,Vira,,
Staphylococcus phage SA1,Staphylococcus phage SA1,all,,Ounavirinae,Myoviridae,Caudovirales,Vira,,
Lactobacillus phage LBR48,Lactobacillus brevis temperate phage LBR48,all,,,Myoviridae,Caudovirales,Vira,,
Mycobacterium phage UncleHowie,Mycobacterium virus Soto,all,Pegunavirus,Bclasvirinae,Siphoviridae,Caudovirales,Vira,,
Escherichia phage vB_EcoP_24B,Escherichia virus 24B,all,Nona33virus,Sepvirinae,Podoviridae,Caudovirales,Vira,,
Cloning vector pLysS,Cloning vector pLysS,all,,,,,,,
Lactobacillus phage phiPYB5,Lactobacillus phage YB5,all,,,Siphoviridae,Caudovirales,Vira,,
Vibrio phage VP585,Vibrio virus VP585,all,VHML-like phages,,Myoviridae,Caudovirales,Vira,,
Proteus phage PM16,Proteus mirabilis phage PM16,all,,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Mycobacterium phage Sparky,Mycobacteriophage Sparky,all,,,Siphoviridae,Caudovirales,Vira,,
Thermus virus P23-77,Thermus phage P23-77,all,Gammasphaerolipovirus,,Sphaerolipoviridae,,Vira,,
Flavobacterium phage FCL-2,Flavobacterium virus FCL2,all,Ficleduovirus,,Myoviridae,Caudovirales,Vira,,
Enterococcus phage vB_Efae230P-4,Enterococcal phage vB_Efae230P-4,all,,Nanovirinae,Podoviridae,Caudovirales,Vira,,
Escherichia phage vB_EcoM-ep3,Escherichia virus ep3,all,Cvm10virus,,Myoviridae,Caudovirales,Vira,,
Campylobacter phage CP30A,Campylobacter virus CP30A,all,Cp8unalikevirus,Eucampyvirinae,Myoviridae,Caudovirales,Vira,,
Citrobacter virus Stevie,Citrobacter phage Stevie,all,Tlsvirus,Tunavirinae,Siphoviridae,Caudovirales,Vira,,
Klebsiella phage NTUH-K2044-K1-1,Klebsiella virus K244,all,Drulisvirus,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Salmonella phage vB_SenS-Ent3,Salmonella phage vB_SenS-Ent3,all,Jerseylikevirus,Guernseyvirinae,Siphoviridae,Caudovirales,Vira,,
Salmonella phage vB_SenS-Ent2,Salmonella phage vB_SenS-Ent2,all,Jerseylikevirus,Guernseyvirinae,Siphoviridae,Caudovirales,Vira,,
Salmonella phage Ent1,Salmonella virus Ent1,all,Jerseylikevirus,Guernseyvirinae,Siphoviridae,Caudovirales,Vira,,
Microviridae Fen7940_21,Microviridae Fen7940_21,all,,,Microviridae,,Vira,,
Microviridae Fen7918_21,Microviridae Fen7918_21,all,,,Microviridae,,Vira,,
Microviridae Fen7895_21,Microviridae Fen7895_21,all,,,Microviridae,,Vira,,
Gokushovirinae Fen7875_21,Gokushovirinae Fen7875_21,all,,Gokushovirinae,Microviridae,,Vira,,
Microviridae Fen7786_21,Microviridae Fen7786_21,all,,,Microviridae,,Vira,,
Microviridae Fen685_11,Microviridae Fen685_11,all,,,Microviridae,,Vira,,
Gokushovirinae Fen672_31,Gokushovirinae Fen672_31,all,,Gokushovirinae,Microviridae,,Vira,,
Microviridae Fen4707_41,Microviridae Fen4707_41,all,,,Microviridae,,Vira,,
Microviridae Fen418_41,Microviridae Fen418_41,all,,,Microviridae,,Vira,,
Microviridae Fen2266_11,Microviridae Fen2266_11,all,,,Microviridae,,Vira,,
Microviridae Bog9017_22,Microviridae Bog9017_22,all,,,Microviridae,,Vira,,
Gokushovirinae Bog8989_22,Gokushovirinae Bog8989_22,all,,Gokushovirinae,Microviridae,,Vira,,
Gokushovirinae Bog5712_52,Gokushovirinae Bog5712_52,all,,Gokushovirinae,Microviridae,,Vira,,
Microviridae Bog5275_51,Microviridae Bog5275_51,all,,,Microviridae,,Vira,,
Microviridae Bog1249_12,Microviridae Bog1249_12,all,,,Microviridae,,Vira,,
Gokushovirinae Bog1183_53,Gokushovirinae Bog1183_53,all,,Gokushovirinae,Microviridae,,Vira,,
Salmonella phage STP4-a,Salmonella virus STP4a,all,Gelderlandvirus,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Pseudomonas phage vB_PaeP_PAO1_Ab05,Pseudomonas phage vB_PaeP_PAO1_Ab05,all,PhiKMV-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Pseudomonas phage vB_PaeS_PAO1_Ab30,Pseudomonas phage vB_PaeS_PAO1_Ab30,all,Casadabanvirus,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage vB_PaeP_C2-10_Ab22,Pseudomonas virus Ab22,all,LUZ24-like viruses,,Podoviridae,Caudovirales,Vira,,
Pseudomonas phage vB_PaeS_PAO1_Ab18,Pseudomonas virus Ab18,all,Ab18virus,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage vB_PaeM_PAO1_Ab03,Pseudomonas virus Ab03,all,Kpp10virus,,Myoviridae,Caudovirales,Vira,,
Pseudomonas phage vB_PaeM_PAO1_Ab27,Pseudomonas phage vB_PaeM_PAO1_Ab27,all,PB1likevirus,,Myoviridae,Caudovirales,Vira,,
Pseudomonas phage vB_PaeP_C2-10_Ab09,Pseudomonas virus Ab09,all,Lit1virus,,Podoviridae,Caudovirales,Vira,,
Pseudomonas phage KPP25,Pseudomonas virus KPP25,all,Kochitakasuvirus,,Podoviridae,Caudovirales,Vira,,
Brevibacillus phage Davies,Brevibacillus virus Davies,all,Abouovirus,,Myoviridae,Caudovirales,Vira,,
Mycobacterium phage Vista,Mycobacterium virus Soto,all,Pegunavirus,Bclasvirinae,Siphoviridae,Caudovirales,Vira,,
Mycobacterium phage Oline,Mycobacterium virus Oline,all,Pegunavirus,Bclasvirinae,Siphoviridae,Caudovirales,Vira,,
Staphylococcus phage S25-3,Staphylococcus virus S253,all,Kayvirus,Twortvirinae,Herelleviridae,Caudovirales,Vira,,
Staphylococcus phage S25-4,Staphylococcus virus S25-4,all,Kayvirus,Twortvirinae,Herelleviridae,Caudovirales,Vira,,
Helicobacter phage KHP40,Helicobacter virus KHP40,all,Schmidvirus,,Podoviridae,Caudovirales,Vira,,
Helicobacter phage KHP30,Helicobacter virus KHP30,all,Schmidvirus,,Podoviridae,Caudovirales,Vira,,
Vibrio phage QH,Vibrio cholerae phage QH,all,Enhodamvirus,,Podoviridae,Caudovirales,Vira,,
Streptococcus phage SpSL1,Streptococcus phage SpSL1,all,,,Siphoviridae,Caudovirales,Vira,,
Escherichia phage vB_EcoP_SU10,Escherichia virus SU10,all,Phieco32-like viruses,,Podoviridae,Caudovirales,Vira,,
Vibrio phage J2,Vibrio cholerae phage J2,all,Enhodamvirus,,Podoviridae,Caudovirales,Vira,,
Propionibacterium phage PHL041M10,Propionibacterium virus PHL041M10,all,Pa6virus,,Siphoviridae,Caudovirales,Vira,,
Propionibacterium phage PHL141N00,Propionibacterium virus PHL141N00,all,Pa6virus,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage YH6,Pseudomonas aeruginosa phage YH6,all,Lit1virus,,Podoviridae,Caudovirales,Vira,,
Propionibacterium phage PHL152M00,Propionibacterium virus PHL152M00,all,Pa6virus,,Siphoviridae,Caudovirales,Vira,,
Propionibacterium phage PHL092M00,Propionibacterium virus PHL092M00,all,Pa6virus,,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage H70,Pseudomonas phage H70,all,Casadabanvirus,,Siphoviridae,Caudovirales,Vira,,
Shigella phage SfMu,Shigella virus SfMu,all,Mu-like viruses,,Myoviridae,Caudovirales,Vira,,
Escherichia phage Pollock,Escherichia virus Pollock,all,Ithacavirus,,Podoviridae,Caudovirales,Vira,,
Leuconostoc phage Ln-8,Leuconostoc virus Ln8,all,Una4virus,Mccleskeyvirinae,Siphoviridae,Caudovirales,Vira,,
Pseudomonas phage vB_PaeP_PPA-ABTNL,Pseudomonas aeruginosa bacteriophage vB_PaeP_PPA-ABTNL,all,PhiKMV-like viruses,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Propionibacterium phage PHL030N00,Propionibacterium phage PHL030N00,all,Pa6virus,,Siphoviridae,Caudovirales,Vira,,
Propionibacterium phage PHL179M00,Propionibacterium virus PHL179M00,all,Pa6virus,,Siphoviridae,Caudovirales,Vira,,
Propionibacterium phage PHL132N00,Propionibacterium virus PHL132N00,all,Pa6virus,,Siphoviridae,Caudovirales,Vira,,
Proteus phage PM 75,Proteus mirabilis phage PM 75,all,,Autographivirinae,Podoviridae,Caudovirales,Vira,,
Propionibacterium phage PHL116M00,Propionibacterium virus PHL116M00,all,Pa6virus,,Siphoviridae,Caudovirales,Vira,,
Propionibacterium phage PHL085N00,Propionibacterium phage PHL085N00,all,Pa6virus,,Siphoviridae,Caudovirales,Vira,,
Enterobacteriaphage UAB_Phi87,Salmonella virus UAB87,all,FelixO1likevirus,Ounavirinae,Myoviridae,Caudovirales,Vira,,
Propionibacterium phage PHL082M00,Propionibacterium phage PHL082M00,all,Pa6virus,,Siphoviridae,Caudovirales,Vira,,
Leuconostoc phage Ln-9,Leuconostoc virus Ln9,all,Una4virus,Mccleskeyvirinae,Siphoviridae,Caudovirales,Vira,,
Propionibacterium phage PHL025M00,Propionibacterium virus PHL025M00,all,Pa6virus,,Siphoviridae,Caudovirales,Vira,,
Propionibacterium phage PHL301M00,Propionibacterium virus PHL301M00,all,Pa6virus,,Siphoviridae,Caudovirales,Vira,,
Escherichia phage HY01,Escherichia virus HY01,all,T4-like viruses,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Propionibacterium phage PHL171M01,Propionibacterium virus PHL171M01,all,Pa6virus,,Siphoviridae,Caudovirales,Vira,,
Lactococcus phage WRP3,Lactococcus lactis phage WRP3,all,,,Siphoviridae,Caudovirales,Vira,,
Enterobacteria phage SfI,Bacteriophage SfI,all,,,Myoviridae,Caudovirales,Vira,,
Escherichia phage vB_EcoM-VpaE1,Escherichia virus VpaE1,all,FelixO1likevirus,Ounavirinae,Myoviridae,Caudovirales,Vira,,
Propionibacterium phage PHL009M11,Propionibacterium virus PHL009M11,all,Pa6virus,,Siphoviridae,Caudovirales,Vira,,
Propionibacterium phage PHL070N00,Propionibacterium virus PHL070N00,all,Pa6virus,,Siphoviridae,Caudovirales,Vira,,
Acinetobacter phage YMC13/03/R2096,Acinetobacter baumannii Bacteriophage YMC13/03/R1238,all,,,Myoviridae,Caudovirales,Vira,,
Citrobacter phage Moon,Citrobacter virus Moon,all,Moonvirus,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Yersinia phage PST,Yersinia virus PST,all,T4-like viruses,Tevenvirinae,Myoviridae,Caudovirales,Vira,,
Salmonella phage SPN3US,Salmonella virus SPN3US,all,Seoulvirus,,Myoviridae,Caudovirales,Vira,,
Propionibacterium phage PHL095N00,Propionibacterium virus PHL095N00,all,Pa6virus,,Siphoviridae,Caudovirales,Vira,,
Propionibacterium phage PHL055N00,Propionibacterium phage PHL055N00,all,Pa6virus,,Siphoviridae,Caudovirales,Vira,,
Klebsiella phage K64-1,Klebsiella virus K64-1,all,Alcyoneusvirus,,Myoviridae,Caudovirales,Vira,,
